cert,certNumber,lab,shape,carats,color,clarity,cut,polish,symmetry,flourescence,length,width,depth,cost,depthper,tableper
3305798174,3305798174,GIA,Round,1.01,E,SI2,Very Good,Very Good,Very Good,Medium,6.19,6.23,4,3579.44,0.644,0.58
3305833164,3305833164,GIA,Round,0.5,G,VS2,Excellent,Excellent,Very Good,None,4.99,5.06,3.21,1224,0.638,0.57
3305865907,3305865907,GIA,Round,0.8,G,VS2,Excellent,Excellent,Excellent,None,5.89,5.93,3.7,2893.6,0.627,0.57
5106373192,5106373192,GIA,Round,1.28,H,VS2,Excellent,Excellent,Excellent,None,6.93,6.97,4.33,6809.6,0.623,0.57
5116386771,5116386771,GIA,Round,1.72,H,VS1,Excellent,Excellent,Excellent,None,7.78,7.83,4.69,15676.08,0.601,0.58
5126381002,5126381002,GIA,Round,1.01,F,SI1,Very Good,Very Good,Very Good,None,6.35,6.42,4.01,5888.3,0.629,0.6
5146130522,5146130522,GIA,Round,0.8,G,VS2,Excellent,Very Good,Excellent,None,5.98,5.99,3.68,3275.2,0.615,0.58
5156524530,5156524530,GIA,Round,0.7,D,SI1,Very Good,Excellent,Excellent,Faint,5.63,5.66,3.55,2171.4,0.629,0.57
5171329838,5171329838,GIA,Round,1.01,G,VS1,Very Good,Excellent,Very Good,None,6.63,6.73,3.83,5908.5,0.573,0.63
5172440494,5172440494,GIA,Round,0.64,D,VS2,Excellent,Excellent,Excellent,Strong,5.52,5.54,3.43,2016,0.62,0.58
5181233267,5181233267,GIA,Round,1.21,H,SI2,Excellent,Excellent,Excellent,None,6.78,6.81,4.26,5395.39,0.627,0.56
5181523596,5181523596,GIA,Round,1.4,F,SI1,Excellent,Excellent,Excellent,None,7.19,7.21,4.43,9511.6,0.615,0.56
5181855733,5181855733,GIA,Round,0.53,G,VS2,Very Good,Very Good,Very Good,None,5.27,5.29,3.12,1278.36,0.591,0.62
5181974457,5181974457,GIA,Round,0.51,E,SI2,Very Good,Very Good,Very Good,Faint,5.26,5.29,3.08,802.23,0.585,0.62
5182049216,5182049216,GIA,Round,0.7,E,SI2,Very Good,Excellent,Very Good,Faint,5.59,5.61,3.56,2016,0.636,0.59
5182163255,5182163255,GIA,Round,1.02,H,VS1,Excellent,Very Good,Very Good,None,6.5,6.52,3.95,5385.6,0.606,0.59
5182674153,5182674153,GIA,Round,1.8,D,SI1,Excellent,Excellent,Excellent,None,7.71,7.75,4.87,15769.728,0.631,0.55
5186280316,5186280316,GIA,Round,1.78,H,VS1,Excellent,Excellent,Excellent,None,7.7,7.73,4.84,15176.28,0.627,0.58
5186789441,5186789441,GIA,Round,0.9,H,VS1,Excellent,Very Good,Very Good,None,6.09,6.16,3.84,4732.2,0.627,0.57
5191028468,5191028468,GIA,Round,1,H,SI1,Excellent,Excellent,Excellent,Faint,6.35,6.38,3.98,5100,0.625,0.57
5191325878,5191325878,GIA,Round,1,D,VS1,Excellent,Excellent,Excellent,None,6.34,6.37,4.02,7784,0.632,0.56
5191447326,5191447326,GIA,Round,0.8,F,VS1,Excellent,Excellent,Excellent,None,5.92,5.95,3.7,3561.6,0.624,0.56
5191528692,5191528692,GIA,Round,0.51,F,VS1,Excellent,Excellent,Excellent,None,5.09,5.11,3.18,1505.52,0.623,0.57
5191556151,5191556151,GIA,Round,0.6,D,VS1,Excellent,Excellent,Excellent,None,5.5,5.52,3.29,1989.504,0.598,0.59
5191629450,5191629450,GIA,Round,1,D,SI1,Excellent,Excellent,Very Good,None,6.34,6.4,3.98,4806,0.626,0.58
5191637950,5191637950,GIA,Round,0.5,G,VS2,Excellent,Excellent,Excellent,None,5.06,5.1,3.18,1344.48,0.625,0.58
5191642541,5191642541,GIA,Round,0.6,G,SI1,Excellent,Excellent,Excellent,Faint,5.43,5.45,3.35,1478.4,0.615,0.55
5192024046,5192024046,GIA,Oval,1.7,G,SI1,Very Good,Excellent,Very Good,None,9.28,6.9,4.19,11934,0.607,0.61
5192313985,5192313985,GIA,Round,0.75,H,SI1,Excellent,Excellent,Excellent,None,5.98,6,3.51,2238.75,0.586,0.61
5192402323,5192402323,GIA,Round,1.07,H,SI2,Excellent,Excellent,Excellent,None,6.5,6.55,4.08,4208.31,0.625,0.58
5192472962,5192472962,GIA,Round,0.9,D,SI2,Excellent,Excellent,Excellent,Medium,6.16,6.19,3.85,3591,0.624,0.56
5192507896,5192507896,GIA,Round,0.52,D,VS2,Excellent,Excellent,Excellent,None,5.13,5.15,3.17,1496.6016,0.617,0.59
5192553690,5192553690,GIA,Round,0.5,E,VS2,Excellent,Excellent,Excellent,Strong,5.06,5.07,3.13,1128.96,0.618,0.58
5192585496,5192585496,GIA,Round,0.8,G,VS1,Excellent,Excellent,Excellent,Faint,5.91,5.94,3.7,2931.456,0.625,0.56
5192637970,5192637970,GIA,Round,0.5,F,VS1,Excellent,Very Good,Excellent,None,5.09,5.13,3.1,1255.68,0.606,0.58
5192660580,5192660580,GIA,Round,0.7,G,VS2,Excellent,Excellent,Excellent,Faint,5.69,5.73,3.49,2157.12,0.611,0.6
5192702984,5192702984,GIA,Round,0.52,G,SI1,Excellent,Excellent,Excellent,None,5.12,5.16,3.2,1292.928,0.623,0.57
5192705317,5192705317,GIA,Round,0.67,E,VS1,Excellent,Excellent,Excellent,None,5.56,5.58,3.5,2510.49,0.628,0.56
5206374887,5206374887,GIA,Round,0.84,H,VS2,Excellent,Excellent,Excellent,None,6.02,6.05,3.76,2716.56,0.624,0.55
5226916137,5226916137,GIA,Round,0.59,E,VS1,Excellent,Excellent,Excellent,None,5.44,5.45,3.24,1978.86,0.596,0.6
5273732626,5273732626,GIA,Round,0.5,F,VS1,Very Good,Excellent,Very Good,None,5.04,5.07,3.16,1353,0.625,0.61
5273918568,5273918568,GIA,Round,0.59,F,VS2,Excellent,Very Good,Very Good,None,5.41,5.47,3.32,1681.5,0.61,0.59
5276333699,5276333699,GIA,Round,1.09,H,VS1,Excellent,Excellent,Excellent,Faint,6.71,6.73,4.01,5842.4,0.596,0.59
5276663919,5276663919,GIA,Oval,0.51,D,VS2,Excellent,Very Good,Very Good,Faint,6.32,4.56,2.75,1127.61,0.604,0.58
5283086953,5283086953,GIA,Round,1.2,H,SI1,Excellent,Excellent,Excellent,None,6.75,6.78,4.23,6691.2,0.626,0.55
5283255997,5283255997,GIA,Round,0.84,D,SI1,Excellent,Excellent,Excellent,Medium,5.99,6.03,3.75,2566.2,0.624,0.56
5283491548,5283491548,GIA,Round,0.7,H,VS1,Very Good,Very Good,Very Good,None,5.54,5.59,3.58,1834,0.643,0.56
5283518223,5283518223,GIA,Round,1,F,SI1,Excellent,Excellent,Very Good,Faint,6.36,6.44,3.96,5678.4,0.618,0.57
5283648300,5283648300,GIA,Round,1.01,F,VS1,Excellent,Excellent,Excellent,None,6.49,6.54,3.93,8035.56,0.603,0.57
5286070327,5286070327,GIA,Round,0.5,E,SI2,Excellent,Excellent,Very Good,None,5.04,5.07,3.17,980,0.628,0.56
5286370495,5286370495,GIA,Round,1,H,SI1,Excellent,Excellent,Excellent,Faint,6.38,6.42,4.02,4660,0.628,0.55
5286712483,5286712483,GIA,Round,1.29,G,SI1,Excellent,Excellent,Excellent,Faint,6.91,6.94,4.35,7636.8,0.627,0.57
5286749320,5286749320,GIA,Round,0.51,G,VS1,Very Good,Excellent,Excellent,None,5.09,5.1,3.17,1395.36,0.622,0.58
5293042195,5293042195,GIA,Round,0.5,F,VS1,Very Good,Excellent,Excellent,None,4.95,4.99,3.2,1189,0.645,0.59
5293404167,5293404167,GIA,Round,0.71,F,VS1,Excellent,Excellent,Excellent,Faint,5.67,5.71,3.56,2254.25,0.625,0.57
5293594185,5293594185,GIA,Round,1.01,D,SI1,Very Good,Very Good,Very Good,None,6.32,6.37,4.07,5202.51,0.641,0.56
5293873971,5293873971,GIA,Round,0.62,G,SI1,Excellent,Excellent,Excellent,None,5.39,5.43,3.43,1984,0.633,0.56
5293937127,5293937127,GIA,Round,0.7,H,SI2,Very Good,Excellent,Excellent,None,5.54,5.57,3.56,1321.53,0.641,0.58
5293982964,5293982964,GIA,Round,0.7,H,SI2,Excellent,Excellent,Excellent,None,5.75,5.77,3.49,1497.3,0.605,0.58
5296173086,5296173086,GIA,Round,0.7,F,SI1,Excellent,Excellent,Excellent,None,5.66,5.69,3.48,1944.922,0.613,0.59
5296217755,5296217755,GIA,Round,1,G,SI2,Very Good,Excellent,Very Good,None,6.37,6.44,3.92,3450,0.612,0.63
5296401068,5296401068,GIA,Round,0.8,G,SI1,Excellent,Excellent,Very Good,None,5.85,5.92,3.72,2450.4,0.632,0.57
5303374360,5303374360,GIA,Round,1.01,D,SI1,Excellent,Excellent,Excellent,Strong,6.42,6.46,4.01,4751.242,0.623,0.56
5303441183,5303441183,GIA,Round,0.81,E,SI2,Excellent,Excellent,Excellent,None,6,6.03,3.68,2274.723,0.612,0.57
5306108998,5306108998,GIA,Round,1,E,SI1,Excellent,Excellent,Excellent,Faint,6.33,6.35,3.99,5330,0.63,0.57
5306512858,5306512858,GIA,Round,0.52,E,SI2,Excellent,Excellent,Excellent,None,5.21,5.25,3.15,1033.76,0.602,0.59
5306525555,5306525555,GIA,Round,1.06,F,VS2,Excellent,Excellent,Excellent,Medium,6.44,6.49,4.06,5808.8,0.628,0.58
5306694937,5306694937,GIA,Round,0.55,F,SI1,Excellent,Excellent,Excellent,None,5.21,5.24,3.25,1265,0.622,0.56
6107511024,6107511024,GIA,Round,0.55,F,SI2,Very Good,Very Good,Very Good,None,5.34,5.38,3.16,1106.6,0.59,0.57
6147628619,6147628619,GIA,Round,1.03,E,SI1,Very Good,Excellent,Excellent,Strong,6.41,6.44,4.03,5743.28,0.627,0.55
6157781916,6157781916,GIA,Round,0.65,E,VS1,Very Good,Excellent,Excellent,None,5.68,5.7,3.34,2459.6,0.586,0.59
6162835557,6162835557,GIA,Round,0.52,F,VS2,Excellent,Very Good,Excellent,None,5.17,5.2,3.21,1343.68,0.62,0.56
6167212736,6167212736,GIA,Oval,0.71,E,SI1,Excellent,Excellent,Very Good,None,7.18,5.11,3.1,2183.25,0.607,0.56
6171703267,6171703267,GIA,Round,0.61,D,VS2,Excellent,Excellent,Excellent,None,5.46,5.47,3.35,2197.83,0.613,0.59
6172717150,6172717150,GIA,Round,0.53,F,VS2,Very Good,Very Good,Excellent,None,5.2,5.24,3.18,1389.66,0.61,0.59
6173892850,6173892850,GIA,Round,1.51,E,VS1,Excellent,Excellent,Excellent,None,7.33,7.34,4.59,15074.33,0.626,0.58
6187292414,6187292414,GIA,Round,1.1,F,SI2,Excellent,Excellent,Excellent,None,6.56,6.59,4.12,4928,0.627,0.57
6187805011,6187805011,GIA,Round,0.9,D,SI1,Excellent,Excellent,Very Good,Strong,6.11,6.19,3.85,3510,0.626,0.57
6193629485,6193629485,GIA,Round,0.8,G,VS2,Excellent,Excellent,Excellent,Faint,5.93,5.97,3.65,3017.6,0.613,0.58
6197107883,6197107883,GIA,Round,0.8,G,VS1,Excellent,Excellent,Excellent,None,5.9,5.93,3.7,3175.2,0.627,0.57
6197586061,6197586061,GIA,Round,1.05,D,VS2,Excellent,Excellent,Excellent,Faint,6.49,6.52,4.06,7223.328,0.624,0.57
6197647413,6197647413,GIA,Round,0.51,D,VS2,Excellent,Excellent,Excellent,None,5.1,5.14,3.17,1578.4704,0.62,0.58
6197687439,6197687439,GIA,Round,1.9,G,VS1,Excellent,Excellent,Excellent,None,7.85,7.9,4.92,18920.352,0.625,0.57
6197703218,6197703218,GIA,Round,1.31,H,SI2,Excellent,Excellent,Excellent,Faint,7.02,7.03,4.33,6178.5888,0.616,0.58
6201044828,6201044828,GIA,Round,1.21,D,VS1,Excellent,Excellent,Excellent,Faint,6.78,6.82,4.25,10333.4,0.625,0.55
6202453616,6202453616,GIA,Round,0.7,E,VS2,Very Good,Excellent,Excellent,None,5.61,5.64,3.54,2835,0.629,0.59
6222879062,6222879062,GIA,Round,0.71,D,SI2,Excellent,Excellent,Excellent,None,5.68,5.71,3.59,1910.61,0.63,0.57
6235317605,6235317605,GIA,Round,0.91,G,VS2,Excellent,Excellent,Excellent,None,6.19,6.23,3.84,4274.998,0.618,0.6
6241219472,6241219472,GIA,Round,0.91,D,SI2,Very Good,Excellent,Very Good,Faint,6.06,6.13,3.91,3527.16,0.641,0.55
6242124449,6242124449,GIA,Round,0.8,G,SI1,Excellent,Excellent,Excellent,Faint,5.87,5.9,3.72,2328.8,0.631,0.57
6245551489,6245551489,GIA,Round,0.6,E,SI1,Very Good,Excellent,Very Good,Faint,5.33,5.37,3.39,1701,0.634,0.57
6252462362,6252462362,GIA,Round,0.5,F,SI1,Very Good,Excellent,Very Good,None,5.03,5.06,3.18,1171.5,0.629,0.56
6255789830,6255789830,GIA,Round,0.52,H,VS1,Excellent,Excellent,Excellent,None,5.12,5.15,3.19,1470.56,0.621,0.57
6262541621,6262541621,GIA,Round,1.53,G,SI1,Very Good,Excellent,Very Good,None,7.17,7.24,4.59,10465.2,0.637,0.57
6262794960,6262794960,GIA,Round,0.56,D,VS2,Excellent,Excellent,Excellent,Faint,5.27,5.3,3.25,1680.56,0.615,0.61
6262933691,6262933691,GIA,Round,0.9,E,SI2,Excellent,Excellent,Very Good,None,6.11,6.15,3.82,3256.2,0.624,0.57
6271486383,6271486383,GIA,Round,1.01,D,VS2,Very Good,Very Good,Very Good,None,6.21,6.28,4.04,6544.8,0.647,0.56
6271895895,6271895895,GIA,Round,0.5,E,SI1,Very Good,Excellent,Very Good,None,5.09,5.13,3.08,1137.5,0.602,0.62
6272228275,6272228275,GIA,Oval,0.7,H,SI2,Excellent,Excellent,Very Good,Faint,6.77,5.03,3.19,1346.8,0.633,0.59
6272296526,6272296526,GIA,Round,1,D,VS2,Excellent,Excellent,Excellent,Medium,6.42,6.45,3.92,5885,0.609,0.6
6272866508,6272866508,GIA,Round,0.75,D,VS2,Excellent,Excellent,Excellent,None,5.8,5.82,3.64,3007.5,0.626,0.57
6281398689,6281398689,GIA,Oval,1.71,H,SI1,Very Good,Excellent,Very Good,None,9.15,6.8,4.25,9803.43,0.625,0.58
6281588018,6281588018,GIA,Oval,1.03,F,VS2,Very Good,Very Good,Very Good,None,8.54,5.43,2.97,4762.72,0.546,0.56
6282127297,6282127297,GIA,Round,0.6,H,VS1,Excellent,Excellent,Excellent,Faint,5.38,5.41,3.36,1512,0.622,0.59
6282341869,6282341869,GIA,Round,0.6,E,SI1,Very Good,Excellent,Excellent,None,5.24,5.26,3.4,1407,0.648,0.57
6282375752,6282375752,GIA,Round,1.79,G,VS1,Excellent,Excellent,Excellent,None,7.68,7.72,4.84,17753.22,0.628,0.56
6282622947,6282622947,GIA,Round,0.8,E,VS2,Very Good,Excellent,Very Good,None,5.8,5.85,3.73,3328,0.64,0.56
6282825672,6282825672,GIA,Round,0.5,F,VS1,Excellent,Excellent,Very Good,None,5.03,5.07,3.18,1250.5,0.629,0.56
6285349193,6285349193,GIA,Round,1.3,H,SI1,Excellent,Excellent,Excellent,Medium,6.97,7.01,4.31,6895.2,0.617,0.6
6285510267,6285510267,GIA,Round,0.83,G,SI2,Excellent,Excellent,Excellent,None,5.96,5.99,3.75,2328.15,0.628,0.56
6285764186,6285764186,GIA,Round,1.51,E,SI1,Excellent,Excellent,Excellent,None,7.26,7.31,4.58,11098.5,0.628,0.56
6285858246,6285858246,GIA,Round,0.6,G,SI1,Very Good,Very Good,Excellent,None,5.31,5.33,3.4,1536,0.639,0.58
6291254788,6291254788,GIA,Round,0.7,H,SI1,Excellent,Excellent,Excellent,Faint,5.66,5.69,3.56,1900.5,0.626,0.57
6291424103,6291424103,GIA,Round,1.7,H,VS2,Excellent,Excellent,Very Good,None,7.69,7.72,4.64,11650.1,0.602,0.6
6291453178,6291453178,GIA,Round,1,H,SI2,Excellent,Excellent,Excellent,Faint,6.42,6.46,3.93,3990,0.61,0.62
6291496966,6291496966,GIA,Round,0.5,G,VS2,Very Good,Very Good,Excellent,None,4.96,5,3.19,1296,0.64,0.58
6291549932,6291549932,GIA,Oval,0.7,F,SI1,Excellent,Excellent,Very Good,None,7.08,5.14,3.04,1951.95,0.591,0.58
6291649705,6291649705,GIA,Round,0.5,F,SI2,Very Good,Very Good,Very Good,None,5,5.02,3.19,853,0.636,0.57
6291734866,6291734866,GIA,Oval,2,E,VS2,Very Good,Excellent,Very Good,Faint,9.14,7.22,4.62,15960,0.64,0.63
6291771413,6291771413,GIA,Round,0.9,F,SI2,Excellent,Excellent,Very Good,Faint,6.11,6.17,3.84,3285,0.625,0.57
6292083211,6292083211,GIA,Round,1.03,H,SI2,Excellent,Excellent,Excellent,None,6.41,6.46,4.06,3816.15,0.631,0.55
6292090298,6292090298,GIA,Round,0.7,F,SI1,Very Good,Excellent,Very Good,Faint,5.7,5.71,3.47,1715.7,0.608,0.57
6292453853,6292453853,GIA,Round,1,F,SI1,Excellent,Excellent,Excellent,Faint,6.53,6.55,3.86,5280,0.59,0.59
6292540922,6292540922,GIA,Round,0.9,G,SI1,Excellent,Excellent,Excellent,None,6.14,6.17,3.85,3912.48,0.626,0.56
6292557963,6292557963,GIA,Round,1.07,H,VS2,Excellent,Excellent,Excellent,Faint,6.53,6.55,4.09,5448.44,0.626,0.56
6292652563,6292652563,GIA,Round,0.5,D,SI1,Excellent,Excellent,Excellent,None,5.07,5.09,3.18,1255,0.625,0.57
6292714788,6292714788,GIA,Round,0.54,G,VS1,Excellent,Excellent,Excellent,None,5.22,5.25,3.28,1637.28,0.626,0.57
6292787238,6292787238,GIA,Round,0.57,F,VS1,Excellent,Excellent,Excellent,None,5.26,5.29,3.29,1589.16,0.624,0.57
6292852435,6292852435,GIA,Round,1,H,SI2,Very Good,Very Good,Very Good,None,6.29,6.33,3.92,3705,0.621,0.55
6292929911,6292929911,GIA,Round,1.01,E,VS2,Excellent,Very Good,Excellent,None,6.37,6.41,4.02,6671.05,0.629,0.55
6292930070,6292930070,GIA,Oval,1,E,SI2,Very Good,Excellent,Very Good,Medium,7.6,5.44,3.52,3348,0.646,0.62
6295067775,6295067775,GIA,Round,1.51,D,VS1,Excellent,Excellent,Excellent,Strong,7.37,7.4,4.54,12563.2,0.615,0.58
6295172176,6295172176,GIA,Round,0.51,H,VS1,Excellent,Excellent,Excellent,Very Strong,5.09,5.12,3.18,1106.7,0.622,0.58
6295290553,6295290553,GIA,Round,1.06,G,VS1,Excellent,Excellent,Excellent,None,6.61,6.62,3.97,6868.8,0.6,0.62
6295647402,6295647402,GIA,Round,0.7,D,SI2,Very Good,Excellent,Excellent,None,5.53,5.57,3.55,1452.5,0.64,0.59
6295688539,6295688539,GIA,Round,0.5,G,VS1,Excellent,Excellent,Very Good,None,5.13,5.19,3.05,1199,0.591,0.61
6295732130,6295732130,GIA,Round,0.5,D,VS2,Excellent,Excellent,Excellent,Faint,5.06,5.08,3.16,1288,0.624,0.56
6295747875,6295747875,GIA,Round,1.01,D,SI1,Excellent,Excellent,Excellent,None,6.56,6.59,3.89,6340.78,0.592,0.58
6295795315,6295795315,GIA,Round,0.56,G,VS1,Excellent,Excellent,Excellent,None,5.26,5.28,3.29,1447.04,0.624,0.58
6295801597,6295801597,GIA,Oval,1,D,SI1,Very Good,Excellent,Excellent,Faint,7.72,5.71,3.62,4355,0.634,0.61
6295882949,6295882949,GIA,Round,1.01,F,SI1,Excellent,Excellent,Excellent,None,6.48,6.51,3.95,5824.67,0.608,0.56
6295984697,6295984697,GIA,Round,0.51,G,SI2,Excellent,Excellent,Excellent,None,5.11,5.13,3.18,954.72,0.621,0.56
6301163294,6301163294,GIA,Round,0.61,G,SI1,Excellent,Excellent,Excellent,None,5.4,5.43,3.4,1380.43,0.628,0.56
6301243833,6301243833,GIA,Round,0.5,G,VS2,Very Good,Excellent,Very Good,None,4.91,4.97,3.17,1242,0.642,0.59
6301292492,6301292492,GIA,Round,1,G,VS1,Very Good,Very Good,Very Good,None,6.36,6.42,3.91,5580,0.612,0.65
6301550120,6301550120,GIA,Round,0.5,E,SI1,Very Good,Very Good,Very Good,Medium,4.91,4.98,3.19,1015,0.644,0.54
6301753435,6301753435,GIA,Round,1,D,VS1,Excellent,Excellent,Excellent,None,6.34,6.38,4.02,8418,0.632,0.56
6302002054,6302002054,GIA,Round,0.8,G,SI1,Very Good,Excellent,Very Good,None,5.75,5.81,3.74,2624,0.648,0.56
6302007722,6302007722,GIA,Round,0.5,D,SI2,Excellent,Excellent,Very Good,None,5.08,5.13,3.12,953.4,0.61,0.62
6302087386,6302087386,GIA,Round,1.51,D,VS1,Excellent,Excellent,Excellent,Faint,7.25,7.3,4.6,15704,0.633,0.56
6302087722,6302087722,GIA,Round,1.21,F,VS1,Excellent,Excellent,Excellent,None,6.84,6.87,4.2,9256.5,0.613,0.58
6302088007,6302088007,GIA,Oval,0.79,E,SI1,Excellent,Very Good,Very Good,Faint,6.97,5.38,3.36,2259.4,0.624,0.55
6302093713,6302093713,GIA,Round,0.71,F,SI1,Excellent,Excellent,Excellent,None,5.68,5.7,3.57,2021.37,0.627,0.56
6302094542,6302094542,GIA,Round,0.5,E,VS2,Very Good,Excellent,Excellent,None,4.99,5.01,3.18,1124,0.635,0.61
6302341855,6302341855,GIA,Round,1.24,G,SI1,Excellent,Excellent,Excellent,None,6.85,6.89,4.28,6239.68,0.623,0.56
6302359274,6302359274,GIA,Round,1.21,G,VS2,Excellent,Excellent,Excellent,None,6.77,6.79,4.28,7431.82,0.631,0.57
6302396473,6302396473,GIA,Round,0.8,D,VS2,Excellent,Excellent,Excellent,None,5.91,5.93,3.66,3430.648,0.619,0.59
6302432440,6302432440,GIA,Round,1.5,H,SI2,Very Good,Very Good,Very Good,None,7.18,7.25,4.48,7029,0.621,0.62
6302443010,6302443010,GIA,Round,0.92,F,SI2,Excellent,Excellent,Excellent,None,6.22,6.27,3.85,3404,0.617,0.59
6302502015,6302502015,GIA,Round,0.61,G,SI1,Excellent,Excellent,Excellent,None,5.43,5.45,3.36,1424.96,0.618,0.56
6302530195,6302530195,GIA,Round,0.52,E,VS2,Excellent,Excellent,Excellent,None,5.16,5.18,3.16,1314.56,0.612,0.59
6302647815,6302647815,GIA,Round,0.5,G,VS1,Excellent,Excellent,Very Good,None,5.03,5.08,3.15,1235,0.623,0.59
6302702164,6302702164,GIA,Round,0.5,G,SI2,Excellent,Excellent,Excellent,None,5.16,5.17,3.06,975,0.591,0.61
6302703029,6302703029,GIA,Round,0.6,E,VS2,Excellent,Very Good,Very Good,None,5.34,5.37,3.35,1536,0.625,0.57
6305065118,6305065118,GIA,Round,0.52,F,SI1,Excellent,Excellent,Excellent,None,5.14,5.17,3.21,1149.72,0.622,0.57
6305125701,6305125701,GIA,Round,0.51,G,VS2,Excellent,Excellent,Very Good,None,5.08,5.12,3.15,1221.96,0.617,0.57
6305319460,6305319460,GIA,Round,0.6,F,SI2,Excellent,Excellent,Excellent,None,5.38,5.41,3.34,1312.2,0.619,0.6
6305397315,6305397315,GIA,Round,1.01,E,SI2,Excellent,Excellent,Excellent,None,6.39,6.4,4.01,5210.59,0.627,0.56
6305534380,6305534380,GIA,Round,0.62,G,SI1,Excellent,Excellent,Excellent,None,5.42,5.46,3.43,1392.52,0.631,0.58
6305550584,6305550584,GIA,Round,0.51,F,SI1,Excellent,Excellent,Excellent,Faint,5.08,5.1,3.2,1178.1,0.629,0.56
6305569064,6305569064,GIA,Round,0.54,H,SI1,Excellent,Excellent,Excellent,None,5.17,5.19,3.27,1134.972,0.631,0.56
6305609213,6305609213,GIA,Round,0.51,G,SI2,Excellent,Excellent,Excellent,None,5.06,5.09,3.21,966.654,0.632,0.56
7172324232,7172324232,GIA,Round,0.57,D,SI2,Very Good,Excellent,Excellent,Medium,5.26,5.29,3.29,1197,0.624,0.59
7226893856,7226893856,GIA,Round,1.01,F,SI2,Excellent,Excellent,Excellent,Faint,6.46,6.48,3.96,4848,0.612,0.58
7236312947,7236312947,GIA,Round,0.7,G,SI1,Excellent,Excellent,Excellent,None,5.64,5.68,3.57,2353.4,0.63,0.57
7238525195,7238525195,GIA,Round,0.7,H,VS1,Very Good,Very Good,Very Good,None,5.71,5.73,3.44,2334.5,0.6,0.58
7238600148,7238600148,GIA,Round,1.01,D,SI2,Very Good,Very Good,Very Good,Strong,6.24,6.3,4.05,4312.7,0.645,0.59
7238717491,7238717491,GIA,Round,0.91,E,VS2,Excellent,Excellent,Excellent,None,6.18,6.2,3.88,5168.8,0.627,0.57
7243089565,7243089565,GIA,Round,0.6,H,SI1,Excellent,Very Good,Excellent,None,5.36,5.39,3.34,1558.8,0.622,0.57
7248794830,7248794830,GIA,Round,1.8,G,SI1,Excellent,Excellent,Excellent,Strong,7.72,7.75,4.85,11970,0.626,0.56
7251694321,7251694321,GIA,Round,0.6,G,VS2,Very Good,Very Good,Very Good,None,5.28,5.3,3.38,1702.2,0.64,0.58
7256007943,7256007943,GIA,Round,1.5,D,SI1,Very Good,Excellent,Very Good,Strong,7.13,7.18,4.62,9525,0.645,0.56
7256366569,7256366569,GIA,Round,0.63,G,VS2,Very Good,Excellent,Very Good,None,5.42,5.45,3.39,1814.4,0.624,0.58
7266854548,7266854548,GIA,Round,1.01,H,SI2,Very Good,Excellent,Excellent,None,6.28,6.3,4.04,3914.76,0.642,0.59
7273962921,7273962921,GIA,Round,1.4,F,SI2,Excellent,Excellent,Excellent,None,7.09,7.13,4.46,6897.8,0.628,0.58
7276882991,7276882991,GIA,Round,0.7,E,SI2,Very Good,Very Good,Excellent,Strong,5.59,5.62,3.55,1761.2,0.633,0.57
7278318837,7278318837,GIA,Oval,0.52,D,SI1,Excellent,Very Good,Very Good,Strong,6.26,4.63,2.79,990.08,0.602,0.61
7281436333,7281436333,GIA,Oval,1.01,F,SI2,Very Good,Very Good,Very Good,Faint,7.61,5.61,3.34,3468.744,0.595,0.57
7281974740,7281974740,GIA,Round,1.01,D,VS2,Very Good,Very Good,Very Good,Medium,6.32,6.35,3.78,6108.48,0.596,0.62
7286668975,7286668975,GIA,Round,1.54,F,SI1,Excellent,Excellent,Excellent,None,7.33,7.38,4.59,10148.6,0.625,0.6
7286808148,7286808148,GIA,Round,1.09,E,VS1,Excellent,Excellent,Excellent,None,6.54,6.58,4.11,7875.25,0.627,0.58
7286893857,7286893857,GIA,Round,1.41,F,VS1,Excellent,Excellent,Excellent,None,7.19,7.23,4.42,11635.32,0.613,0.59
7288163391,7288163391,GIA,Round,0.85,D,VS2,Excellent,Excellent,Excellent,None,6.02,6.05,3.79,3833.5,0.629,0.57
7288940733,7288940733,GIA,Round,1.1,H,VS1,Excellent,Excellent,Excellent,Medium,6.6,6.63,4.1,5271.2,0.62,0.58
7288961400,7288961400,GIA,Round,0.9,D,SI1,Very Good,Excellent,Excellent,Medium,6.03,6.08,3.86,3150,0.637,0.57
7291007955,7291007955,GIA,Round,0.56,G,SI2,Excellent,Excellent,Excellent,Faint,5.29,5.31,3.26,987.84,0.615,0.57
7291099864,7291099864,GIA,Round,0.71,F,VS2,Excellent,Excellent,Excellent,Medium,5.67,5.71,3.54,2201,0.621,0.57
7291369205,7291369205,GIA,Round,0.53,E,VS1,Excellent,Excellent,Excellent,Strong,5.19,5.2,3.2,1182.801,0.616,0.57
7291405717,7291405717,GIA,Round,1.01,F,VS2,Excellent,Excellent,Excellent,Faint,6.37,6.4,4.01,5999.4,0.628,0.55
7291683286,7291683286,GIA,Round,0.54,H,SI1,Excellent,Excellent,Excellent,Faint,5.2,5.23,3.24,1330.83,0.622,0.58
7291798531,7291798531,GIA,Round,0.5,D,SI1,Very Good,Excellent,Very Good,Medium,5.09,5.13,3.04,975,0.594,0.63
7292233171,7292233171,GIA,Round,0.53,G,VS2,Excellent,Excellent,Excellent,None,5.17,5.19,3.21,1507.32,0.619,0.59
